category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO.0045665	2	205	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.0016	0.0039	negative regulation of neuron differentiation
Process	GO.0045667	3	112	9606	9606.ENSP00000228682,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,PTCH1,GLI3	3.9e-06	3.48e-05	regulation of osteoblast differentiation
Process	GO.0045682	2	83	9606	9606.ENSP00000249373,9606.ENSP00000332353	SMO,PTCH1	0.00028	0.0009	regulation of epidermis development
Process	GO.0045844	2	69	9606	9606.ENSP00000228682,9606.ENSP00000297261	GLI1,SHH	0.00018999999999999998	0.0006900000000000001	positive regulation of striated muscle tissue development
Process	GO.0045879	3	29	9606	9606.ENSP00000296575,9606.ENSP00000332353,9606.ENSP00000379258	HHIP,PTCH1,GLI3	7.91e-08	1.78e-06	negative regulation of smoothened signaling pathway
Process	GO.0045880	3	32	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	1.04e-07	2.07e-06	positive regulation of smoothened signaling pathway
Process	GO.0045893	5	1435	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	1.21e-05	8.18e-05	positive regulation of transcription, DNA-templated
Process	GO.0045944	4	1104	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SMO,SHH,GLI3	0.00014	0.00055	positive regulation of transcription by RNA polymerase II
Process	GO.0046622	2	48	9606	9606.ENSP00000228682,9606.ENSP00000249373	GLI1,SMO	9.53e-05	0.0004	positive regulation of organ growth
Process	GO.0046638	2	45	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	8.41e-05	0.00036	positive regulation of alpha-beta T cell differentiation
Process	GO.0046639	2	24	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	2.54e-05	0.00015	negative regulation of alpha-beta T cell differentiation
Process	GO.0048468	4	1493	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	0.00045	0.0013	cell development
Process	GO.0048523	6	4454	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	0.00014	0.00055	negative regulation of cellular process
Process	GO.0048546	3	48	9606	9606.ENSP00000228682,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SHH,GLI3	3.32e-07	5.25e-06	digestive tract morphogenesis
Process	GO.0048557	2	19	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	1.64e-05	0.0001	embryonic digestive tract morphogenesis
Process	GO.0048562	4	279	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SMO,SHH,GLI3	6.28e-07	8.75e-06	embryonic organ morphogenesis
Process	GO.0048565	4	126	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SMO,SHH,GLI3	2.76e-08	8.3e-07	digestive tract development
Process	GO.0048568	5	417	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	2.6800000000000002e-08	8.3e-07	embryonic organ development
Process	GO.0048589	3	340	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	0.0001	0.00042	developmental growth
Process	GO.0048598	5	545	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	1.0099999999999999e-07	2.04e-06	embryonic morphogenesis
Process	GO.0048638	3	302	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000332353	GLI1,SMO,PTCH1	7.240000000000001e-05	0.00032	regulation of developmental growth
Process	GO.0048645	2	35	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	5.19e-05	0.00025	animal organ formation
Process	GO.0048646	4	831	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	4.61e-05	0.00022999999999999998	anatomical structure formation involved in morphogenesis
Process	GO.0048663	2	68	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.00018999999999999998	0.0006799999999999999	neuron fate commitment
Process	GO.0048699	5	1422	9606	9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,HHIP,SHH,PTCH1,GLI3	1.15e-05	7.879999999999999e-05	generation of neurons
Process	GO.0048705	2	204	9606	9606.ENSP00000296575,9606.ENSP00000379258	HHIP,GLI3	0.0016	0.0039	skeletal system morphogenesis
Process	GO.0048706	2	122	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.00059	0.0016	embryonic skeletal system development
Process	GO.0048708	2	46	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	8.78e-05	0.00037	astrocyte differentiation
Process	GO.0048709	2	66	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.00018	0.00065	oligodendrocyte differentiation
Process	GO.0048732	5	395	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	2.0499999999999998e-08	7.259999999999999e-07	gland development
Process	GO.0048754	4	134	9606	9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	HHIP,SHH,PTCH1,GLI3	3.5099999999999997e-08	9.65e-07	branching morphogenesis of an epithelial tube
Process	GO.0048839	2	177	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.0012	0.0031	inner ear development
Process	GO.0050673	2	83	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	0.00028	0.0009	epithelial cell proliferation
Process	GO.0050678	4	311	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	GLI1,SMO,SHH,PTCH1	9.63e-07	1.22e-05	regulation of epithelial cell proliferation
Process	GO.0050679	2	178	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.0012	0.0031	positive regulation of epithelial cell proliferation
Process	GO.0051050	4	892	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	6.08e-05	0.00028	positive regulation of transport
Process	GO.0051090	3	403	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	0.00016999999999999999	0.00063	regulation of DNA-binding transcription factor activity
Process	GO.0051094	5	1286	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	7.03e-06	5.31e-05	positive regulation of developmental process
Process	GO.0051241	4	1098	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	0.00014	0.00054	negative regulation of multicellular organismal process
Process	GO.0051253	4	1303	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	0.00027	0.00088	negative regulation of RNA metabolic process
Process	GO.0051254	5	1596	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	2.0399999999999998e-05	0.00011999999999999999	positive regulation of RNA metabolic process
Process	GO.0051302	2	179	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	0.0012	0.0031	regulation of cell division
Process	GO.0051962	4	488	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SMO,SHH,GLI3	5.69e-06	4.47e-05	positive regulation of nervous system development
Process	GO.0060021	2	87	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.0003	0.0009699999999999999	roof of mouth development
Process	GO.0060070	2	93	9606	9606.ENSP00000228682,9606.ENSP00000297261	GLI1,SHH	0.00035	0.001	canonical Wnt signaling pathway
Process	GO.0060429	6	1055	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	2.5e-08	8.259999999999999e-07	epithelium development
Process	GO.0060441	2	26	9606	9606.ENSP00000296575,9606.ENSP00000297261	HHIP,SHH	2.95e-05	0.00016	epithelial tube branching involved in lung morphogenesis
Process	GO.0060443	2	41	9606	9606.ENSP00000332353,9606.ENSP00000379258	PTCH1,GLI3	7.03e-05	0.00031	mammary gland morphogenesis
Process	GO.0060562	5	298	9606	9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,HHIP,SHH,PTCH1,GLI3	5.1e-09	2.46e-07	epithelial tube morphogenesis
Process	GO.0060644	2	17	9606	9606.ENSP00000249373,9606.ENSP00000332353	SMO,PTCH1	1.34e-05	9e-05	mammary gland epithelial cell differentiation
Process	GO.0060684	2	6	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	2.19e-06	2.15e-05	epithelial-mesenchymal cell signaling
Process	GO.0060688	2	53	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.00011999999999999999	0.00047000000000000004	regulation of morphogenesis of a branching structure
Process	GO.0060831	2	7	9606	9606.ENSP00000332353,9606.ENSP00000379258	PTCH1,GLI3	2.82e-06	2.62e-05	smoothened signaling pathway involved in dorsal/ventral neural tube patterning
Process	GO.0060840	2	81	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.00026000000000000003	0.0008699999999999999	artery development
Process	GO.0061005	3	43	9606	9606.ENSP00000249373,9606.ENSP00000332353,9606.ENSP00000379258	SMO,PTCH1,GLI3	2.4199999999999997e-07	4.27e-06	cell differentiation involved in kidney development
Process	GO.0061053	3	79	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	1.4e-06	1.56e-05	somite development
Process	GO.0061351	3	72	9606	9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000379258	HHIP,SHH,GLI3	1.07e-06	1.31e-05	neural precursor cell proliferation
Process	GO.0071397	2	14	9606	9606.ENSP00000249373,9606.ENSP00000332353	SMO,PTCH1	9.38e-06	6.73e-05	cellular response to cholesterol
Process	GO.0072088	4	66	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	2.2399999999999997e-09	1.58e-07	nephron epithelium morphogenesis
Process	GO.0072203	2	7	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	2.82e-06	2.62e-05	cell proliferation involved in metanephros development
Process	GO.0090090	3	123	9606	9606.ENSP00000228682,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SHH,GLI3	5.14e-06	4.35e-05	negative regulation of canonical Wnt signaling pathway
Process	GO.0090184	2	40	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	6.709999999999999e-05	0.0003	positive regulation of kidney development
Process	GO.0097421	3	34	9606	9606.ENSP00000228682,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,PTCH1,GLI3	1.24e-07	2.36e-06	liver regeneration
Process	GO.1905330	2	130	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.00067	0.0018	regulation of morphogenesis of an epithelium
Process	GO.2000026	5	1876	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	4.5e-05	0.00022	regulation of multicellular organismal development
Process	GO.2000027	3	207	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	2.3800000000000003e-05	0.00014	regulation of animal organ morphogenesis
Process	GO.2000179	4	49	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SMO,SHH,GLI3	7.16e-10	6.440000000000001e-08	positive regulation of neural precursor cell proliferation
RCTM	HSA-162582	6	2605	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	5.61e-06	2.0300000000000002e-05	Signal Transduction
RCTM	HSA-372790	3	1142	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	0.0035	0.0101	Signaling by GPCR
RCTM	HSA-373080	3	93	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	2.26e-06	9.37e-06	Class B/2 (Secretin family receptors)
RCTM	HSA-500792	3	443	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	0.00022	0.00072	GPCR ligand binding
RCTM	HSA-5358351	6	143	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	1.76e-13	2.55e-12	Signaling by Hedgehog
RCTM	HSA-5610787	4	108	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,PTCH1,GLI3	1.51e-08	1.1e-07	Hedgehog 'off' state
RCTM	HSA-5632681	3	8	9606	9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353	HHIP,SHH,PTCH1	2.64e-09	2.5499999999999997e-08	Ligand-receptor interactions
RCTM	HSA-5632684	6	82	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	6.95e-15	2.01e-13	Hedgehog 'on' state
RCTM	HSA-5635838	3	18	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	2.12e-08	1.23e-07	Activation of SMO
RCTM	HSA-5635851	2	3	9606	9606.ENSP00000228682,9606.ENSP00000379258	GLI1,GLI3	7.83e-07	3.78e-06	GLI proteins bind promoters of Hh responsive genes to promote transcription
