id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
UPK:9992	o	69.111	62.381	1.108	801	1159	723	1159	0.000746	0.0139	Molecular function	O13297, O14467, P00330, P00331, P00358, P00359, P00360, P00427, P00445, P00447, P00498, P00549, P00560, P00815, P00817, P00830, P00890, P00899, P00924, P00925, P00927, P00931, P00937, P00942, P00950, P00958, P02293, P02294, P02309, P02406, P02407, P02829, P02994, P03965, P04037, P04147, P04449, P04456, P04801, P04802, P04803, P04806, P04807, P04840, P04911, P05030, P05317, P05374, P05453, P05694, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06101, P06105, P06106, P06115, P06168, P06169, P06208, P06634, P06738, P06785, P06786, P06843, P07149, P07170, P07244, P07245, P07246, P07248, P07259, P07260, P07261, P07262, P07263, P07264, P07275, P07280, P07283, P07284, P07342, P07806, P07991, P08417, P08465, P08524, P08566, P09064, P09201, P09436, P09440, P09624, P09938, P09950, P09959, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0C2I9, P0CH08, P0CS91, P0CT05, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10080, P10081, P10507, P10659, P10664, P10869, P10964, P11412, P11484, P11632, P11633, P11914, P12383, P12612, P12684, P12687, P12695, P12709, P12887, P13188, P13298, P13382, P13393, P13574, P13587, P13663, P14066, P14120, P14126, P14164, P14540, P14682, P14742, P14832, P14906, P14922, P15019, P15108, P15180, P15424, P15436, P15454, P15565, P15624, P15625, P15646, P15700, P15731, P15790, P15873, P15891, P16120, P16140, P16387, P16521, P16550, P16622, P16649, P16861, P16862, P17076, P17106, P17157, P17255, P17423, P17505, P17558, P17709, P17890, P17891, P17898, P17967, P18412, P18480, P18562, P18888, P19097, P19262, P19263, P19358, P19414, P19454, P19659, P19812, P19881, P19882, P19955, P20050, P20051, P20095, P20134, P20424, P20447, P20448, P20449, P20967, P21147, P21243, P21269, P21373, P21538, P21560, P21576, P21951, P21954, P21957, P21965, P22035, P22082, P22134, P22138, P22141, P22147, P22354, P22515, P22579, P22936, P23180, P23248, P23254, P23292, P23293, P23301, P23542, P24384, P24783, P25037, P25039, P25087, P25302, P25357, P25365, P25374, P25375, P25379, P25443, P25451, P25491, P25502, P25554, P25555, P25567, P25582, P25627, P25719, P26321, P26637, P26783, P26784, P26785, P26793, P27476, P27616, P28239, P28241, P28263, P28272, P28273, P28274, P28495, P28707, P28777, P28817, P28834, P29056, P29295, P29453, P29468, P29509, P29547, P29704, P29952, P30624, P31116, P31373, P31378, P31385, P31539, P31688, P32190, P32264, P32288, P32324, P32327, P32340, P32342, P32353, P32356, P32377, P32379, P32389, P32419, P32432, P32445, P32447, P32449, P32454, P32462, P32471, P32473, P32494, P32495, P32497, P32504, P32521, P32527, P32558, P32561, P32571, P32582, P32589, P32590, P32591, P32597, P32599, P32614, P32639, P32657, P32771, P32787, P32832, P32861, P32892, P32898, P33203, P33309, P33313, P33322, P33327, P33330, P33333, P33399, P33416, P33417, P33442, P33750, P33892, P34161, P34167, P34219, P34227, P34247, P34760, P35169, P35177, P35187, P35191, P35194, P35997, P36008, P36009, P36010, P36013, P36015, P36036, P36059, P36084, P36124, P36136, P36141, P36421, P36534, P36775, P37012, P37291, P37292, P37302, P37303, P37838, P37898, P38009, P38011, P38013, P38071, P38074, P38075, P38086, P38088, P38112, P38115, P38122, P38137, P38139, P38140, P38144, P38157, P38158, P38199, P38205, P38219, P38249, P38255, P38282, P38345, P38351, P38431, P38523, P38624, P38625, P38626, P38630, P38636, P38687, P38689, P38698, P38701, P38705, P38707, P38708, P38720, P38754, P38777, P38787, P38791, P38793, P38801, P38805, P38806, P38827, P38845, P38858, P38859, P38882, P38891, P38910, P38911, P38931, P38961, P38972, P38996, P39001, P39002, P39010, P39015, P39073, P39077, P39078, P39079, P39517, P39521, P39522, P39533, P39676, P39678, P39714, P39730, P39925, P39935, P39938, P39954, P39956, P39959, P39960, P39976, P39979, P39986, P40005, P40007, P40012, P40018, P40019, P40029, P40046, P40047, P40055, P40081, P40106, P40151, P40154, P40160, P40161, P40202, P40212, P40348, P40413, P40466, P40489, P40493, P40495, P40505, P40506, P40510, P40517, P40525, P40535, P40545, P40553, P40562, P40581, P40693, P40825, P40963, P40970, P41057, P41058, P41277, P41338, P41696, P41805, P41812, P41813, P41814, P41895, P41896, P41920, P41921, P41940, P42073, P42938, P43535, P43577, P43588, P43609, P43616, P46367, P46655, P46672, P46678, P46681, P46784, P46957, P46964, P46969, P46990, P47039, P47047, P47079, P47083, P47089, P47110, P47117, P47119, P47120, P47124, P47143, P47176, P48015, P48164, P48240, P48360, P48525, P48570, P48589, P48606, P49017, P49089, P49095, P49166, P49167, P49687, P49723, P50094, P50095, P50104, P50861, P51979, P52488, P52553, P52893, P52910, P53063, P53064, P53072, P53075, P53090, P53114, P53141, P53163, P53184, P53193, P53199, P53219, P53221, P53235, P53254, P53276, P53312, P53318, P53438, P53551, P53598, P53617, P53628, P53691, P53718, P53725, P53741, P53743, P53852, P53875, P53883, P53889, P53905, P53909, P53914, P53927, P53940, P53941, P53973, P53981, P54113, P54115, P54838, P54839, P54885, P61830, P80210, P80428, P89105, P89886, Q00055, Q00416, Q00711, Q00764, Q00916, Q00955, Q01080, Q01163, Q01217, Q01389, Q01448, Q01476, Q01560, Q01574, Q01662, Q01802, Q01855, Q01976, Q02046, Q02159, Q02196, Q02206, Q02326, Q02486, Q02555, Q02642, Q02647, Q02724, Q02753, Q02792, Q02890, Q02908, Q02950, Q02961, Q03048, Q03102, Q03195, Q03280, Q03330, Q03388, Q03434, Q03532, Q03558, Q03792, Q03799, Q03833, Q03940, Q03973, Q04003, Q04004, Q04013, Q04067, Q04116, Q04178, Q04217, Q04223, Q04344, Q04371, Q04401, Q04409, Q04500, Q04545, Q04728, Q04779, Q04792, Q04894, Q05022, Q05123, Q05471, Q05506, Q05543, Q05580, Q05775, Q05911, Q05933, Q05942, Q05958, Q06053, Q06106, Q06178, Q06205, Q06218, Q06224, Q06287, Q06337, Q06344, Q06350, Q06406, Q06440, Q06494, Q06506, Q06508, Q06592, Q06629, Q06639, Q06679, Q06685, Q06697, Q07457, Q07458, Q07478, Q07540, Q07551, Q07794, Q07914, Q08162, Q08208, Q08237, Q08647, Q08649, Q08686, Q08689, Q08742, Q08822, Q08887, Q08923, Q08925, Q08972, Q08981, Q12074, Q12080, Q12109, Q12118, Q12122, Q12136, Q12149, Q12154, Q12159, Q12166, Q12178, Q12186, Q12189, Q12211, Q12220, Q12265, Q12287, Q12305, Q12314, Q12389, Q12428, Q12434, Q12447, Q12449, Q12458, Q12460, Q12472, Q12499, Q12504, Q12513, Q12514, Q12672, Q12692, Q12754, Q3E754, Q6Q547, Q99207, Q99216, Q99287, Q99314, Q99383
UPK:9993	o	39.948	36.066	1.108	463	1159	418	1159	0.0597	0.51	Ligand	P00044, P00330, P00331, P00358, P00359, P00360, P00427, P00445, P00447, P00498, P00549, P00560, P00815, P00817, P00830, P00899, P00924, P00925, P00927, P00931, P00958, P01120, P01123, P02829, P02994, P03965, P04037, P04801, P04802, P04803, P04806, P04807, P05030, P05374, P05453, P05694, P05759, P06106, P06115, P06168, P06169, P06634, P06738, P06786, P06787, P07149, P07170, P07244, P07245, P07246, P07248, P07251, P07259, P07262, P07263, P07264, P07275, P07278, P07284, P07342, P07560, P07806, P07991, P08524, P08566, P09064, P09201, P09435, P09436, P09440, P09624, P09938, P09950, P0C2I9, P0CS91, P0CX25, P10081, P10507, P10591, P10592, P10659, P10869, P10964, P11076, P11412, P11484, P12383, P12612, P12684, P13188, P13382, P13587, P13663, P13712, P14540, P14682, P15019, P15108, P15180, P15424, P15436, P15454, P15565, P15624, P15625, P15646, P15700, P15731, P15790, P16120, P16387, P16474, P16521, P16550, P16622, P16861, P16862, P17157, P17255, P17423, P17505, P17709, P17891, P17898, P18562, P19097, P19358, P19414, P19454, P19812, P19881, P19882, P20050, P20051, P20095, P20424, P20447, P20448, P20449, P20967, P21147, P21269, P21373, P21576, P21951, P21954, P21965, P22082, P22138, P22147, P22515, P22936, P23180, P23254, P23292, P23293, P23542, P24384, P24783, P25039, P25087, P25371, P25374, P25375, P25379, P25491, P25502, P25582, P25627, P25694, P26637, P26793, P27616, P28239, P28241, P28263, P28272, P28273, P28274, P28834, P29055, P29056, P29295, P29468, P29509, P29704, P29952, P30624, P31116, P31373, P31412, P31539, P31787, P32190, P32264, P32288, P32324, P32327, P32340, P32353, P32377, P32419, P32432, P32454, P32457, P32462, P32468, P32473, P32582, P32589, P32590, P32597, P32599, P32614, P32639, P32657, P32771, P32861, P32892, P32898, P32939, P33297, P33298, P33299, P33302, P33309, P33327, P33330, P33416, P35169, P35187, P35191, P35997, P36009, P36010, P36013, P36018, P36053, P36059, P36124, P36421, P36775, P37012, P37291, P37292, P37302, P37303, P37898, P38071, P38074, P38075, P38086, P38088, P38112, P38115, P38116, P38140, P38144, P38157, P38197, P38205, P38219, P38431, P38625, P38626, P38630, P38636, P38689, P38698, P38705, P38707, P38708, P38720, P38787, P38788, P38791, P38793, P38806, P38827, P38859, P38891, P38961, P38972, P39001, P39002, P39073, P39077, P39078, P39079, P39109, P39517, P39522, P39533, P39676, P39714, P39730, P39925, P39954, P39956, P39959, P39976, P39986, P40010, P40012, P40024, P40047, P40081, P40106, P40151, P40160, P40202, P40312, P40327, P40348, P40413, P40493, P40495, P40510, P40562, P40825, P40963, P40970, P41057, P41058, P41277, P41338, P41696, P41896, P41921, P41940, P42938, P42940, P43535, P43555, P43588, P43609, P43616, P46367, P46655, P46681, P46969, P47037, P47039, P47047, P47079, P47117, P47119, P47120, P47143, P47176, P48360, P48525, P49017, P49089, P49095, P49166, P49573, P50094, P50095, P50104, P51979, P52488, P52893, P52910, P53063, P53090, P53141, P53184, P53199, P53312, P53318, P53549, P53598, P53742, P53852, P53889, P53909, P53914, P53940, P54115, P54838, P54885, P60010, P80210, Q00055, Q00416, Q00711, Q00955, Q01163, Q01217, Q01389, Q01574, Q01662, Q01802, Q01852, Q01926, Q01939, Q01976, Q02046, Q02159, Q02196, Q02201, Q02336, Q02775, Q02890, Q02892, Q02908, Q02961, Q03012, Q03102, Q03195, Q03434, Q03532, Q03558, Q03833, Q03940, Q04178, Q04217, Q04344, Q04371, Q04409, Q04500, Q04545, Q04673, Q04779, Q04792, Q04894, Q05471, Q05506, Q05580, Q05779, Q05958, Q06053, Q06178, Q06218, Q06224, Q06287, Q06494, Q06639, Q06685, Q07457, Q07478, Q07540, Q07551, Q08422, Q08822, Q08923, Q08965, Q08972, Q12109, Q12154, Q12178, Q12186, Q12211, Q12265, Q12287, Q12314, Q12389, Q12458, Q12472, Q12480, Q12504, Q99287
.UPK:0479	o	14.754	13.374	1.103	171	1159	155	1159	0.37	1	Metal-binding	P00044, P00330, P00331, P00427, P00445, P00447, P00549, P00815, P00817, P00899, P00924, P00925, P03965, P04037, P05030, P05694, P05759, P06115, P06168, P06169, P06786, P06787, P07244, P07246, P07248, P07264, P07342, P08524, P08566, P09064, P09201, P09938, P0C2I9, P0CX25, P10507, P10659, P10964, P12383, P13382, P14540, P15436, P16861, P16862, P17898, P19097, P19358, P19414, P19812, P20050, P20051, P21147, P21951, P21954, P22138, P22936, P23180, P23254, P25374, P25375, P25491, P25502, P26793, P28239, P28241, P28834, P29055, P29056, P29468, P29952, P32327, P32432, P32454, P32599, P32771, P32861, P32898, P33309, P35191, P35997, P36010, P36013, P36053, P36124, P37012, P37302, P37898, P38140, P38157, P38219, P38636, P38689, P38698, P38806, P38859, P38972, P39001, P39073, P39522, P39533, P39676, P39714, P39730, P39925, P39956, P39959, P39986, P40081, P40106, P40151, P40160, P40202, P40312, P40495, P40825, P40963, P41057, P41058, P41277, P41338, P41696, P43588, P43609, P43616, P46969, P47119, P47120, P49166, P50094, P50095, P50104, P51979, P52488, P53063, P53141, P53184, P53312, P53852, P53889, P53909, P53940, P80210, Q00955, Q01662, Q01976, Q02336, Q02775, Q02890, Q02908, Q03012, Q03434, Q03833, Q04178, Q04545, Q04673, Q04779, Q04894, Q05580, Q05958, Q06053, Q06224, Q06639, Q07457, Q08422, Q08822, Q08923, Q12154, Q12178, Q12186, Q12265, Q12287, Q12472
.UPK:0002	o	43.831	40.380	1.085	508	1159	468	1159	0.101	0.708	3D-structure	O13297, P00044, P00330, P00359, P00445, P00447, P00549, P00560, P00817, P00830, P00924, P00942, P00950, P00958, P01123, P02293, P02294, P02309, P02406, P02407, P02829, P02994, P04037, P04147, P04449, P04456, P04802, P04806, P04807, P04911, P05317, P05453, P05737, P05738, P05740, P05744, P05747, P05748, P05749, P05750, P05756, P05759, P06169, P06738, P06786, P06787, P07149, P07170, P07213, P07248, P07251, P07256, P07257, P07260, P07275, P07278, P07280, P07342, P07560, P08417, P09064, P09624, P09938, P09959, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0CH08, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10081, P10507, P10591, P10664, P10964, P11076, P11484, P11632, P11914, P12385, P12612, P12687, P12945, P13188, P13298, P13382, P13393, P13574, P14120, P14126, P14832, P14907, P15424, P15436, P15454, P15646, P15700, P15705, P15731, P15790, P15873, P15891, P16120, P16140, P16474, P16521, P16622, P16649, P16861, P16862, P17076, P17157, P17255, P17505, P17695, P17890, P17967, P18239, P19097, P19659, P19812, P20053, P20095, P20449, P20676, P21243, P21951, P21954, P22082, P22138, P22141, P22203, P22217, P22354, P22515, P22943, P23254, P23301, P23542, P23615, P24280, P24384, P25372, P25441, P25443, P25451, P25491, P25502, P25554, P25555, P25627, P26321, P26783, P26784, P26785, P27616, P27692, P28004, P28241, P28320, P28707, P28777, P28817, P28834, P29055, P29056, P29295, P29468, P29509, P29539, P29547, P30822, P31116, P31373, P31412, P31539, P31787, P32288, P32324, P32340, P32377, P32379, P32380, P32447, P32449, P32471, P32495, P32496, P32497, P32499, P32504, P32527, P32558, P32563, P32565, P32589, P32591, P32602, P32639, P32657, P32776, P32833, P32861, P32911, P32939, P33201, P33203, P33297, P33298, P33299, P33309, P33322, P33331, P33411, P33442, P33891, P34216, P34760, P35169, P35187, P35189, P35997, P36010, P36015, P36124, P36136, P36141, P36149, P36151, P36160, P36421, P36534, P38011, P38013, P38074, P38075, P38077, P38115, P38116, P38121, P38129, P38144, P38158, P38197, P38202, P38249, P38276, P38282, P38333, P38431, P38624, P38630, P38636, P38698, P38701, P38720, P38754, P38768, P38777, P38779, P38801, P38804, P38806, P38827, P38850, P38859, P38920, P38996, P39015, P39077, P39078, P39079, P39111, P39517, P39678, P39730, P39935, P39938, P39956, P39968, P40010, P40018, P40019, P40029, P40040, P40043, P40078, P40161, P40185, P40202, P40212, P40316, P40327, P40348, P40413, P40513, P40517, P40545, P40553, P40581, P40693, P41057, P41058, P41277, P41805, P41807, P41811, P41814, P41895, P41896, P41920, P41921, P42938, P42949, P43555, P43572, P43577, P43583, P43585, P43588, P43603, P43616, P43621, P45976, P46655, P46669, P46672, P46784, P46947, P47006, P47037, P47039, P47047, P47075, P47077, P47079, P47083, P48240, P48510, P48589, P48606, P48836, P49017, P49166, P49167, P49687, P49723, P50861, P52488, P53044, P53064, P53090, P53136, P53141, P53148, P53165, P53184, P53192, P53193, P53254, P53261, P53313, P53549, P53551, P53617, P53622, P53741, P53742, P53854, P53860, P53865, P53889, P53905, P53927, P53929, P53941, P53973, P54885, P60010, P61830, P69771, P80428, Q00055, Q00416, Q00711, Q00955, Q01080, Q01163, Q01217, Q01454, Q01560, Q01574, Q01852, Q01855, Q01926, Q01939, Q02046, Q02159, Q02201, Q02206, Q02326, Q02336, Q02486, Q02555, Q02647, Q02724, Q02753, Q02775, Q02776, Q02821, Q02890, Q02892, Q03048, Q03195, Q03281, Q03330, Q03338, Q03629, Q03707, Q03759, Q03774, Q03790, Q04002, Q04067, Q04178, Q04371, Q04660, Q04673, Q04693, Q04773, Q04894, Q05021, Q05022, Q05123, Q05471, Q05506, Q05543, Q05905, Q06103, Q06205, Q06287, Q06406, Q06449, Q06505, Q06506, Q06592, Q06697, Q07457, Q07478, Q07540, Q07794, Q07914, Q08162, Q08179, Q08649, Q08686, Q08687, Q08689, Q08746, Q08965, Q08971, Q08981, Q12018, Q12080, Q12109, Q12114, Q12118, Q12149, Q12154, Q12159, Q12178, Q12186, Q12189, Q12220, Q12230, Q12250, Q12287, Q12305, Q12306, Q12309, Q12314, Q12335, Q12377, Q12449, Q12460, Q12495, Q12499, Q12514, Q12692, Q6Q547, Q99216, Q99383
..UPK:0699	o	1.122	1.035	1.083	13	1159	12	1159	1	1	rRNA-binding	P04456, P05755, P0C0W9, P0CX35, P0CX45, P0CX47, P0CX55, P16521, P26321, P32324, P38805, P49166, Q06287
.UPK:0560	o	8.110	7.506	1.080	94	1159	87	1159	0.642	1	Oxidoreductase	P00330, P00331, P00358, P00359, P00360, P00427, P00445, P00447, P00815, P04037, P06115, P06168, P07149, P07245, P07246, P07262, P07275, P08566, P09440, P09624, P09938, P11412, P12684, P13663, P16387, P17505, P19097, P20967, P21147, P21954, P23180, P28241, P28272, P28834, P29509, P29704, P31116, P32340, P32353, P32419, P32462, P32473, P32614, P32771, P33327, P34227, P34760, P36013, P36136, P36141, P38013, P38071, P38075, P38115, P38626, P38720, P38787, P39676, P39714, P39976, P40012, P40029, P40047, P40495, P40510, P40553, P40581, P41921, P46367, P46681, P47120, P48360, P49095, P49723, P50094, P50095, P53199, P53318, P54115, P54885, Q00055, Q00711, Q01217, Q02046, Q02961, Q03102, Q03558, Q04894, Q06053, Q06494, Q07540, Q07551, Q08822, Q12458
.UPK:0810	o	1.208	1.122	1.077	14	1159	13	1159	1	1	Translation regulation	P04147, P07260, P14066, P15424, P32911, P33309, P33892, P38199, P39517, P39935, P43535, P53235, Q08421, Q08925
.UPK:0456	o	2.502	2.330	1.074	29	1159	27	1159	0.893	1	Lyase	P00899, P00924, P00925, P00927, P00931, P00937, P06169, P07149, P07264, P08417, P08566, P14540, P16120, P16622, P19414, P22936, P25379, P28777, P31373, P31378, P32377, P32582, P36059, P37303, P39522, P39533, Q04792, Q05911, Q12428
UPK:9997	o	1.294	1.208	1.071	15	1159	14	1159	1	1	Coding sequence diversity	P06208, P06778, P07263, P07806, P0C2I9, P15565, P18888, P21269, P38088, P38431, P40825, P41921, Q01976, Q03434, Q12472
..UPK:0274	o	1.381	1.294	1.067	16	1159	15	1159	1	1	FAD	P09624, P29509, P32340, P32614, P38626, P39676, P39976, P40012, P41921, P42940, P46681, P48360, P53318, Q00711, Q08822, Q12480
.UPK:0903	o	29.336	27.524	1.066	340	1159	319	1159	0.357	1	Direct protein sequencing	O14467, P00044, P00330, P00331, P00358, P00359, P00360, P00427, P00445, P00447, P00560, P00817, P00830, P00890, P00899, P00924, P00925, P00942, P00950, P00958, P01120, P01123, P02293, P02294, P02309, P02994, P04037, P04147, P04456, P04802, P04806, P04807, P04840, P05030, P05626, P05694, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06106, P06115, P06168, P06169, P06738, P06785, P06787, P07170, P07244, P07259, P07262, P07278, P07280, P08417, P09201, P09436, P09440, P0C0T4, P0C0W1, P0C0W9, P0C2H8, P0CS91, P0CT05, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX45, P0CX47, P0CX53, P0CX55, P10081, P10507, P10591, P10592, P10659, P10664, P11412, P11484, P11914, P12687, P12695, P12945, P13393, P13712, P14066, P14120, P14126, P14164, P14540, P14832, P15108, P15180, P15454, P15624, P15625, P15646, P15705, P15731, P15790, P15873, P15891, P16140, P16387, P16451, P16521, P16547, P16550, P16622, P16861, P16862, P16965, P17076, P17106, P17255, P17423, P17505, P17695, P17890, P17891, P17967, P19263, P19414, P19454, P19882, P19955, P21243, P21269, P21951, P21954, P21965, P22134, P22138, P22141, P22147, P22203, P22217, P22354, P22515, P22936, P22943, P23248, P23254, P23255, P23301, P23542, P24280, P25443, P25567, P25719, P26321, P26783, P26784, P26785, P26793, P28241, P28274, P28495, P28834, P29453, P29468, P29509, P29547, P29952, P30624, P30902, P31116, P31373, P31412, P31688, P32288, P32324, P32340, P32342, P32419, P32445, P32471, P32473, P32495, P32496, P32504, P32521, P32527, P32563, P32565, P32589, P32597, P32602, P32614, P32776, P32833, P33203, P33297, P33298, P33302, P33322, P33416, P34760, P35189, P35691, P36018, P36421, P36534, P36775, P37012, P37291, P37302, P38009, P38011, P38013, P38071, P38077, P38115, P38129, P38137, P38219, P38282, P38351, P38431, P38523, P38625, P38687, P38701, P38720, P38806, P38879, P38910, P39015, P39676, P39678, P40018, P40046, P40069, P40075, P40106, P40185, P40327, P40495, P40513, P40531, P41057, P41058, P41277, P41338, P41810, P41811, P41895, P41896, P43555, P43572, P43579, P43583, P43585, P43588, P43609, P43621, P46367, P46669, P46672, P46678, P46957, P46964, P46990, P47075, P47124, P48836, P49166, P49723, P53040, P53063, P53163, P53184, P53193, P53221, P53252, P53261, P53549, P53622, P53723, P53852, P53860, P53875, P54115, P54838, P60010, P61830, P80210, P80428, Q00055, Q00711, Q00764, Q00955, Q01454, Q01662, Q01852, Q01939, Q02046, Q02486, Q02642, Q02725, Q02792, Q03048, Q03558, Q03690, Q03940, Q03973, Q04226, Q04728, Q04947, Q05123, Q05635, Q06103, Q06178, Q06405, Q06639, Q07551, Q08245, Q12118, Q12159, Q12230, Q12250, Q12287, Q12309, Q12345, Q12377, Q12402, Q12408, Q12495, Q12692, Q6Q547, Q99383
