id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
...GO:0004325	o	0.087	0.000	inf	1	1151	0	1151	1	1	ferrochelatase activity	P16622
...GO:0001073	o	0.087	0.000	inf	1	1151	0	1151	1	1	transcription antitermination factor activity, DNA binding	P23615
....GO:0033859	o	0.174	0.087	2.000	2	1151	1	1151	1	1	furaldehyde metabolic process	P32771, Q04894
.....GO:0031071	o	0.174	0.087	2.000	2	1151	1	1151	1	1	cysteine desulfurase activity	P25374, Q6Q560
..GO:0043335	o	0.174	0.087	2.000	2	1151	1	1151	1	1	protein unfolding	P31539, P33416
.......GO:0046825	o	0.174	0.087	2.000	2	1151	1	1151	1	1	regulation of protein export from nucleus	P30822, P52918
....GO:0042742	o	0.174	0.087	2.000	2	1151	1	1151	1	1	defense response to bacterium	P32190, P43535
....GO:0004329	o	0.174	0.087	2.000	2	1151	1	1151	1	1	formate-tetrahydrofolate ligase activity	P07245, P09440
......GO:0004427	o	0.174	0.087	2.000	2	1151	1	1151	1	1	inorganic diphosphatase activity	P00817, P28239
....GO:0097032	o	0.174	0.087	2.000	2	1151	1	1151	1	1	mitochondrial respiratory chain complex II biogenesis	P38345, Q04401
.....GO:0009052	o	0.174	0.087	2.000	2	1151	1	1151	1	1	pentose-phosphate shunt, non-oxidative branch	P46969, Q12189
.....GO:0005823	o	0.174	0.087	2.000	2	1151	1	1151	1	1	central plaque of spindle pole body	P06787, P32380
.....GO:0036294	o	0.174	0.087	2.000	2	1151	1	1151	1	1	cellular response to decreased oxygen levels	P32614, P33417
.....GO:0051984	o	0.174	0.087	2.000	2	1151	1	1151	1	1	positive regulation of chromosome segregation	P53168, P53267
......GO:0055092	o	0.174	0.087	2.000	2	1151	1	1151	1	1	sterol homeostasis	P39986, Q02201
....GO:0010447	o	0.174	0.087	2.000	2	1151	1	1151	1	1	response to acidic pH	P33892, Q01389
......GO:0000121	o	0.174	0.087	2.000	2	1151	1	1151	1	1	glycerol-1-phosphatase activity	P40106, P41277
.....GO:0046348	o	0.174	0.087	2.000	2	1151	1	1151	1	1	amino sugar catabolic process	Q06350, Q12114
....GO:0034389	o	0.174	0.087	2.000	2	1151	1	1151	1	1	lipid particle organization	P39001, Q06508
.....GO:0004794	o	0.174	0.087	2.000	2	1151	1	1151	1	1	L-threonine ammonia-lyase activity	P00927, P25379
.....GO:0000280	o	0.174	0.087	2.000	2	1151	1	1151	1	1	nuclear division	P36049, P40316
.....GO:0003942	o	0.174	0.087	2.000	2	1151	1	1151	1	1	N-acetyl-gamma-glutamyl-phosphate reductase activity	P13663, Q01217
...GO:0019516	o	0.174	0.087	2.000	2	1151	1	1151	1	1	lactate oxidation	P39976, P46681
....GO:0004457	o	0.174	0.087	2.000	2	1151	1	1151	1	1	lactate dehydrogenase activity	P39976, P46681
....GO:0051990	o	0.174	0.087	2.000	2	1151	1	1151	1	1	(R)-2-hydroxyglutarate dehydrogenase activity	P39976, P46681
....GO:0016898	o	0.174	0.087	2.000	2	1151	1	1151	1	1	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor	P39976, P46681
....GO:0051788	o	0.174	0.087	2.000	2	1151	1	1151	1	1	response to misfolded protein	P39676, Q08422
....GO:0035967	o	0.174	0.087	2.000	2	1151	1	1151	1	1	cellular response to topologically incorrect protein	P39676, Q08422
.....GO:0008177	o	0.174	0.087	2.000	2	1151	1	1151	1	1	succinate dehydrogenase (ubiquinone) activity	P38345, Q00711
.....GO:0009061	o	0.174	0.087	2.000	2	1151	1	1151	1	1	anaerobic respiration	P18239, Q00711
.....GO:0006104	o	0.174	0.087	2.000	2	1151	1	1151	1	1	succinyl-CoA metabolic process	P53312, P53598
....GO:0004087	o	0.174	0.087	2.000	2	1151	1	1151	1	1	carbamoyl-phosphate synthase (ammonia) activity	P03965, P07259
.....GO:0004088	o	0.174	0.087	2.000	2	1151	1	1151	1	1	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	P03965, P07259
..GO:0070469	o	0.174	0.087	2.000	2	1151	1	1151	1	1	respiratory chain	P00044, P32463
...GO:0010992	o	0.174	0.087	2.000	2	1151	1	1151	1	1	ubiquitin recycling	P32571, Q01476
..GO:0070988	o	0.174	0.087	2.000	2	1151	1	1151	1	1	demethylation	P39956, Q03833
.......GO:0004042	o	0.174	0.087	2.000	2	1151	1	1151	1	1	acetyl-CoA:L-glutamate N-acetyltransferase activity	Q01217, Q04728
.....GO:0061133	o	0.174	0.087	2.000	2	1151	1	1151	1	1	endopeptidase activator activity	P22141, P25451
....GO:0006556	o	0.174	0.087	2.000	2	1151	1	1151	1	1	S-adenosylmethionine biosynthetic process	P10659, P19358
......GO:0016411	o	0.174	0.087	2.000	2	1151	1	1151	1	1	acylglycerol O-acyltransferase activity	P33333, Q06508
......GO:0042171	o	0.174	0.087	2.000	2	1151	1	1151	1	1	lysophosphatidic acid acyltransferase activity	P33333, Q06508
.......GO:0009211	o	0.174	0.087	2.000	2	1151	1	1151	1	1	pyrimidine deoxyribonucleoside triphosphate metabolic process	P06785, P47119
.....GO:1900182	o	0.261	0.174	1.500	3	1151	2	1151	1	1	positive regulation of protein localization to nucleus	O13297, P25694, P53044
.GO:0031386	o	0.261	0.174	1.500	3	1151	2	1151	1	1	protein tag	P05759, P0CH08, Q12306
..GO:0000754	o	0.261	0.174	1.500	3	1151	2	1151	1	1	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion	Q05040, Q12348, Q3E705
.....GO:0045913	o	0.261	0.174	1.500	3	1151	2	1151	1	1	positive regulation of carbohydrate metabolic process	P17106, P31385, P38140
...GO:0019239	o	0.261	0.174	1.500	3	1151	2	1151	1	1	deaminase activity	P53909, Q12178, Q9URQ3
.....GO:0004488	o	0.261	0.174	1.500	3	1151	2	1151	1	1	methylenetetrahydrofolate dehydrogenase (NADP+) activity	P07245, P09440, Q02046
.....GO:0004792	o	0.261	0.174	1.500	3	1151	2	1151	1	1	thiosulfate sulfurtransferase activity	Q08686, Q08742, Q12305
.......GO:0046039	o	0.261	0.174	1.500	3	1151	2	1151	1	1	GTP metabolic process	P36010, P50094, P50095
....GO:0009982	o	0.261	0.174	1.500	3	1151	2	1151	1	1	pseudouridine synthase activity	P33322, Q08647, Q12211
...GO:0071561	o	0.261	0.174	1.500	3	1151	2	1151	1	1	nucleus-vacuole junction	P39968, P40075, Q07878
....GO:0004738	o	0.261	0.174	1.500	3	1151	2	1151	1	1	pyruvate dehydrogenase activity	P09624, P16387, P32473
...GO:0120025	o	0.261	0.174	1.500	3	1151	2	1151	1	1	plasma membrane bounded cell projection	P23292, P25343, P32468
....GO:0009269	o	0.261	0.174	1.500	3	1151	2	1151	1	1	response to desiccation	P16965, P32356, Q00764
....GO:0009743	o	0.261	0.174	1.500	3	1151	2	1151	1	1	response to carbohydrate	P00445, P23292, P41696
.....GO:0006000	o	0.261	0.174	1.500	3	1151	2	1151	1	1	fructose metabolic process	P04806, P04807, P09201
.....GO:0019405	o	0.261	0.174	1.500	3	1151	2	1151	1	1	alditol catabolic process	P00942, P32190, P54838
.....GO:0015886	o	0.261	0.174	1.500	3	1151	2	1151	1	1	heme transport	P00359, P04710, P18239
...GO:0090559	o	0.261	0.174	1.500	3	1151	2	1151	1	1	regulation of membrane permeability	P04710, P18239, Q02776
..GO:0071944	o	0.261	0.174	1.500	3	1151	2	1151	1	1	cell periphery	P40043, P47008, P53860
....GO:0016880	o	0.261	0.174	1.500	3	1151	2	1151	1	1	acid-ammonia (or amide) ligase activity	P32288, P52910, Q01574
....GO:1901654	o	0.348	0.261	1.333	4	1151	3	1151	1	1	response to ketone	P02406, P12383, P32527, P33302
.....GO:0045833	o	0.348	0.261	1.333	4	1151	3	1151	1	1	negative regulation of lipid metabolic process	P17106, P21957, P24280, P31385
...GO:0008379	o	0.348	0.261	1.333	4	1151	3	1151	1	1	thioredoxin peroxidase activity	P34227, P34760, P38013, P40553
....GO:0006113	o	0.348	0.261	1.333	4	1151	3	1151	1	1	fermentation	P06169, P07246, P54838, Q01574
...GO:0000278	o	0.348	0.261	1.333	4	1151	3	1151	1	1	mitotic cell cycle	P15873, P21538, P38630, Q03280
.....GO:0016409	o	0.348	0.261	1.333	4	1151	3	1151	1	1	palmitoyltransferase activity	P07149, P36015, P39010, P40970
....GO:1901661	o	0.348	0.261	1.333	4	1151	3	1151	1	1	quinone metabolic process	P48360, P49017, P53318, Q05779
....GO:1901699	o	0.434	0.348	1.250	5	1151	4	1151	1	1	cellular response to nitrogen compound	P12383, P32527, P33892, P39676, P43535
....GO:0052803	o	0.434	0.348	1.250	5	1151	4	1151	1	1	imidazole-containing compound metabolic process	P00498, P00815, P07245, P09440, P40545
.......GO:0046037	o	0.434	0.348	1.250	5	1151	4	1151	1	1	GMP metabolic process	P15454, P38625, P50094, P50095, Q04178
.....GO:0006071	o	0.434	0.348	1.250	5	1151	4	1151	1	1	glycerol metabolic process	P00942, P32190, P40106, P41277, P54838
.....GO:0001676	o	0.434	0.348	1.250	5	1151	4	1151	1	1	long-chain fatty acid metabolic process	P07149, P19097, P30624, P39002, Q00955
...GO:0042168	o	0.434	0.348	1.250	5	1151	4	1151	1	1	heme metabolic process	P04710, P09950, P16622, P40012, Q07540
..GO:0032196	o	0.521	0.434	1.200	6	1151	5	1151	1	1	transposition	P0C2I9, P13393, P29056, P40161, Q03434, Q12472
.....GO:0006098	o	0.521	0.434	1.200	6	1151	5	1151	1	1	pentose-phosphate shunt	P00942, P12709, P15019, P23254, P46969, Q12189
....GO:0016776	o	0.521	0.434	1.200	6	1151	5	1151	1	1	phosphotransferase activity, phosphate group as acceptor	P07170, P15454, P15700, P36010, P47075, Q06685
.....GO:0009312	o	0.521	0.434	1.200	6	1151	5	1151	1	1	oligosaccharide biosynthetic process	P09201, P31688, P32463, P32861, P37012, Q00764
....GO:0032886	o	0.521	0.434	1.200	6	1151	5	1151	1	1	regulation of microtubule-based process	P32499, P40517, P41920, P53168, P53267, Q06685
...GO:0007124	o	0.695	0.608	1.143	8	1151	7	1151	1	1	pseudohyphal growth	P13574, P16387, P17536, P18412, P29311, P34730, P39001, P53438
.......GO:0046040	o	0.695	0.608	1.143	8	1151	7	1151	1	1	IMP metabolic process	P07244, P27616, P38009, P38972, P54113, P80210, Q04178, Q05911
...GO:0019787	o	1.129	1.043	1.083	13	1151	12	1151	1	1	ubiquitin-like protein transferase activity	P09798, P14682, P15731, P19812, P28263, Q02159, Q03280, Q04673, Q05580, Q07457, Q12018, Q12508, Q12514
.....GO:0009060	o	1.129	1.043	1.083	13	1151	12	1151	1	1	aerobic respiration	P04037, P04710, P07256, P07257, P10507, P17505, P18239, P28239, P38071, P40513, P49017, P53193, P54113
.....GO:0006006	o	1.651	1.564	1.056	19	1151	18	1151	1	1	glucose metabolic process	P00358, P00359, P00360, P00560, P00924, P00925, P00942, P00950, P04806, P04807, P06169, P09201, P11412, P12709, P14540, P17709, P32327, P37012, P38140
...GO:0030154	o	1.825	1.738	1.050	21	1151	20	1151	1	1	cell differentiation	P01120, P02309, P14832, P21538, P21965, P22035, P24280, P29311, P34730, P35691, P35817, P38827, P39521, P41813, P47037, P53865, P54113, P61830, Q04409, Q06350, Q12508
....GO:0006839	o	3.128	3.041	1.029	36	1151	35	1151	1	1	mitochondrial transport	P00830, P00890, P02829, P04037, P04710, P04840, P07213, P07251, P0CS91, P10507, P10591, P11914, P15705, P18239, P19414, P19882, P25491, P28834, P36112, P36147, P38087, P38523, P38910, P38988, P39925, P39952, P40202, P42949, P53193, Q01852, Q01926, Q02776, Q04013, Q07540, Q07914, Q12287
...GO:0007023	u	0.087	0.087	1.000	1	1151	1	1151	1	1	post-chaperonin tubulin folding pathway	P48606
......GO:0006068	u	0.174	0.174	1.000	2	1151	2	1151	1	1	ethanol catabolic process	P40047, P54115
.....GO:0004030	u	0.261	0.261	1.000	3	1151	3	1151	1	1	aldehyde dehydrogenase [NAD(P)+] activity	P40047, P46367, P54115
....GO:1903338	u	0.261	0.261	1.000	3	1151	3	1151	1	1	regulation of cell wall organization or biogenesis	P41696, Q01389, Q02555
....GO:1901617	u	2.085	2.085	1.000	24	1151	24	1151	1	1	organic hydroxy compound biosynthetic process	P00330, P00331, P06169, P07246, P08524, P12684, P25087, P29704, P32353, P32377, P32462, P32771, P38075, P39714, P39976, P40106, P40312, P41277, P41338, P53199, P53860, P54839, Q06685, Q12189
...GO:0046292	u	0.087	0.087	1.000	1	1151	1	1151	1	1	formaldehyde metabolic process	P32771
....GO:0097305	u	0.521	0.521	1.000	6	1151	6	1151	1	1	response to alcohol	P02406, P07991, P12383, P20449, P32527, P33302
....GO:1903513	u	0.174	0.174	1.000	2	1151	2	1151	1	1	endoplasmic reticulum to cytosol transport	P25694, P53044
.....GO:0032368	u	0.174	0.174	1.000	2	1151	2	1151	1	1	regulation of lipid transport	P40075, Q05958
....GO:0048471	u	0.521	0.521	1.000	6	1151	6	1151	1	1	perinuclear region of cytoplasm	P22147, P25491, P30822, P39015, Q02821, Q05958
...GO:0051656	u	2.259	2.259	1.000	26	1151	26	1151	1	1	establishment of organelle localization	P05750, P06105, P0CH08, P11484, P14907, P20676, P25627, P30822, P32527, P38805, P38883, P39715, P40010, P40024, P40517, P47077, P53313, P53742, P60010, Q02647, Q02892, Q03195, Q05933, Q06338, Q08746, Q12080
.....GO:0051031	u	0.695	0.695	1.000	8	1151	8	1151	1	1	tRNA transport	P02994, P10592, P14907, P25491, P49687, P52918, P53254, P53276
....GO:0042558	u	0.434	0.434	1.000	5	1151	5	1151	1	1	pteridine-containing compound metabolic process	P07245, P09440, P37291, P37292, Q02046
...GO:0034293	u	0.956	0.956	1.000	11	1151	11	1151	1	1	sexual sporulation	P01120, P02309, P14832, P21965, P24280, P29311, P34730, P38827, P47037, P54113, P61830
..GO:0048646	u	1.911	1.911	1.000	22	1151	22	1151	1	1	anatomical structure formation involved in morphogenesis	P01120, P02309, P07560, P14832, P21965, P24280, P29311, P34730, P35817, P38827, P47037, P53075, P53865, P54113, P60010, P61830, Q03868, Q04409, Q06350, Q07878, Q12114, Q12508
..GO:0048856	u	0.782	0.782	1.000	9	1151	9	1151	1	1	anatomical structure development	P01120, P14832, P21965, P24280, P29311, P34730, P38827, P47037, P54113
....GO:0051051	u	0.261	0.261	1.000	3	1151	3	1151	1	1	negative regulation of transport	P14922, P16649, P40075
.....GO:0009132	u	1.998	1.998	1.000	23	1151	23	1151	1	1	nucleoside diphosphate metabolic process	P00358, P00359, P00360, P00549, P00560, P00924, P00925, P00942, P00950, P04806, P04807, P06169, P07170, P12709, P14540, P15454, P16387, P16861, P16862, P17709, P32473, P36010, Q04409
.....GO:0051046	u	0.174	0.174	1.000	2	1151	2	1151	1	1	regulation of secretion	P07560, P47008
....GO:0070841	u	0.087	0.087	1.000	1	1151	1	1151	1	1	inclusion body assembly	P29311
.....GO:0006030	u	0.434	0.434	1.000	5	1151	5	1151	1	1	chitin metabolic process	P14742, P29311, P34730, Q06350, Q12114
.....GO:0033721	u	0.087	0.087	1.000	1	1151	1	1151	1	1	aldehyde dehydrogenase (NADP+) activity	P54115
...GO:0006740	u	0.348	0.348	1.000	4	1151	4	1151	1	1	NADPH regeneration	P11412, P46367, P54115, Q04869
.......GO:0035428	u	0.174	0.174	1.000	2	1151	2	1151	1	1	hexose transmembrane transport	P38695, P39004
........GO:0015761	u	0.174	0.174	1.000	2	1151	2	1151	1	1	mannose transport	P38695, P39004
........GO:0015758	u	0.434	0.434	1.000	5	1151	5	1151	1	1	glucose transport	P04806, P04807, P17709, P38695, P39004
........GO:0015755	u	0.348	0.348	1.000	4	1151	4	1151	1	1	fructose transport	P04806, P04807, P38695, P39004
.......GO:0046033	u	0.261	0.261	1.000	3	1151	3	1151	1	1	AMP metabolic process	P47143, P80210, Q05911
.......GO:0046085	u	0.087	0.087	1.000	1	1151	1	1151	1	1	adenosine metabolic process	P47143
...GO:1990816	u	0.261	0.261	1.000	3	1151	3	1151	1	1	vacuole-mitochondrion membrane contact site	P16140, P32939, Q07878
.....GO:0010603	u	0.174	0.174	1.000	2	1151	2	1151	1	1	regulation of cytoplasmic mRNA processing body assembly	P39517, P53297
.GO:0045182	u	0.261	0.261	1.000	3	1151	3	1151	1	1	translation regulator activity	P14066, P39517, P40513
......GO:0010821	u	0.174	0.174	1.000	2	1151	2	1151	1	1	regulation of mitochondrion organization	P31378, P32445
.....GO:0009895	u	0.348	0.348	1.000	4	1151	4	1151	1	1	negative regulation of catabolic process	P17157, P35169, P38199, P39956
....GO:0006047	u	0.174	0.174	1.000	2	1151	2	1151	1	1	UDP-N-acetylglucosamine metabolic process	P14742, P43577
...GO:0051666	u	0.348	0.348	1.000	4	1151	4	1151	1	1	actin cortical patch localization	P25343, P25369, P43603, Q06440
...GO:0061077	u	0.956	0.956	1.000	11	1151	11	1151	1	1	chaperone-mediated protein folding	P12612, P19882, P31539, P34760, P38910, P39077, P39078, P39079, P40413, P47079, Q12154
.....GO:0008081	u	0.174	0.174	1.000	2	1151	2	1151	1	1	phosphoric diester hydrolase activity	P17442, P22936
....GO:0004802	u	0.087	0.087	1.000	1	1151	1	1151	1	1	transketolase activity	P23254
....GO:0004019	u	0.087	0.087	1.000	1	1151	1	1151	1	1	adenylosuccinate synthase activity	P80210
...GO:0009825	u	0.087	0.087	1.000	1	1151	1	1151	1	1	multidimensional cell growth	P47117
.....GO:0006014	u	0.087	0.087	1.000	1	1151	1	1151	1	1	D-ribose metabolic process	Q12189
.....GO:0004347	u	0.087	0.087	1.000	1	1151	1	1151	1	1	glucose-6-phosphate isomerase activity	P12709
.....GO:0051781	u	0.174	0.174	1.000	2	1151	2	1151	1	1	positive regulation of cell division	P34216, P42073
....GO:0080146	u	0.087	0.087	1.000	1	1151	1	1151	1	1	L-cysteine desulfhydrase activity	P31373
....GO:0004123	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cystathionine gamma-lyase activity	P31373
....GO:0044540	u	0.087	0.087	1.000	1	1151	1	1151	1	1	L-cystine L-cysteine-lyase (deaminating)	P31373
.....GO:0004642	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phosphoribosylformylglycinamidine synthase activity	P38972
....GO:0006662	u	0.174	0.174	1.000	2	1151	2	1151	1	1	glycerol ether metabolic process	P22217, P25372
......GO:0051170	u	1.825	1.825	1.000	21	1151	21	1151	1	1	nuclear import	P06787, P10592, P14907, P20676, P25491, P32499, P33331, P39705, P40069, P40517, P41920, P43583, P49687, Q00955, Q02455, Q02821, Q03790, Q05166, Q12363, Q12499, Q12751
...GO:0034059	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to anoxia	P32614
.....GO:0016156	u	0.087	0.087	1.000	1	1151	1	1151	1	1	fumarate reductase (NADH) activity	P32614
..GO:0007059	u	0.956	0.956	1.000	11	1151	11	1151	1	1	chromosome segregation	P06105, P06786, P17106, P21965, P32504, P32597, P35187, P36047, P38086, P40316, Q03707
....GO:0019211	u	0.174	0.174	1.000	2	1151	2	1151	1	1	phosphatase activator activity	P36047, P41895
......GO:0004636	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phosphoribosyl-ATP diphosphatase activity	P00815
.......GO:0006102	u	0.261	0.261	1.000	3	1151	3	1151	1	1	isocitrate metabolic process	P21954, P28241, P28834
...GO:0016229	u	0.087	0.087	1.000	1	1151	1	1151	1	1	steroid dehydrogenase activity	P53199
....GO:0071825	u	0.174	0.174	1.000	2	1151	2	1151	1	1	protein-lipid complex subunit organization	P21576, P25343
.....GO:0009051	u	0.261	0.261	1.000	3	1151	3	1151	1	1	pentose-phosphate shunt, oxidative branch	P11412, P38720, P38858
......GO:0004365	u	0.261	0.261	1.000	3	1151	3	1151	1	1	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	P00358, P00359, P00360
..GO:0006903	u	0.087	0.087	1.000	1	1151	1	1151	1	1	vesicle targeting	P53141
.....GO:0045088	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of innate immune response	P38624
.....GO:0005991	u	0.521	0.521	1.000	6	1151	6	1151	1	1	trehalose metabolic process	P31539, P31688, P32356, P32861, P37012, Q00764
....GO:0000922	u	0.087	0.087	1.000	1	1151	1	1151	1	1	spindle pole	P53168
.......GO:0044379	u	0.087	0.087	1.000	1	1151	1	1151	1	1	protein localization to actin cortical patch	P15891
.....GO:0043244	u	0.782	0.782	1.000	9	1151	9	1151	1	1	regulation of protein complex disassembly	P15891, P23301, P23615, P28495, P29547, P32471, P38074, P38266, Q01560
.....GO:0034497	u	0.261	0.261	1.000	3	1151	3	1151	1	1	protein localization to pre-autophagosomal structure	P01123, P38116, Q06671
.....GO:0006072	u	0.174	0.174	1.000	2	1151	2	1151	1	1	glycerol-3-phosphate metabolic process	P32190, Q00055
...GO:0006973	u	0.087	0.087	1.000	1	1151	1	1151	1	1	intracellular accumulation of glycerol	Q00055
.....GO:0000906	u	0.087	0.087	1.000	1	1151	1	1151	1	1	6,7-dimethyl-8-ribityllumazine synthase activity	P50861
.....GO:0034394	u	0.087	0.087	1.000	1	1151	1	1151	1	1	protein localization to cell surface	Q04697
.....GO:0004615	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phosphomannomutase activity	P07283
.....GO:0006013	u	0.348	0.348	1.000	4	1151	4	1151	1	1	mannose metabolic process	P04806, P04807, P07283, P17709
.....GO:0019673	u	0.261	0.261	1.000	3	1151	3	1151	1	1	GDP-mannose metabolic process	P07283, P29952, P41940
....GO:0019852	u	0.087	0.087	1.000	1	1151	1	1151	1	1	L-ascorbic acid metabolic process	P07283
.....GO:0033500	u	0.348	0.348	1.000	4	1151	4	1151	1	1	carbohydrate homeostasis	P04806, P04807, P17709, Q04409
....GO:0043647	u	0.087	0.087	1.000	1	1151	1	1151	1	1	inositol phosphate metabolic process	Q06685
......GO:0003993	u	0.174	0.174	1.000	2	1151	2	1151	1	1	acid phosphatase activity	P40081, Q06685
....GO:0006020	u	0.087	0.087	1.000	1	1151	1	1151	1	1	inositol metabolic process	Q06685
......GO:0004321	u	0.174	0.174	1.000	2	1151	2	1151	1	1	fatty-acyl-CoA synthase activity	P07149, P19097
......GO:0004315	u	0.087	0.087	1.000	1	1151	1	1151	1	1	3-oxoacyl-[acyl-carrier-protein] synthase activity	P19097
......GO:0016419	u	0.174	0.174	1.000	2	1151	2	1151	1	1	S-malonyltransferase activity	P07149, P19097
.....GO:0008897	u	0.087	0.087	1.000	1	1151	1	1151	1	1	holo-[acyl-carrier-protein] synthase activity	P19097
.....GO:0019336	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phenol-containing compound catabolic process	P19881
......GO:0004035	u	0.087	0.087	1.000	1	1151	1	1151	1	1	alkaline phosphatase activity	P19881
.......GO:0051027	u	0.087	0.087	1.000	1	1151	1	1151	1	1	DNA transport	P04840
.......GO:0019679	u	0.087	0.087	1.000	1	1151	1	1151	1	1	propionate metabolic process, methylcitrate cycle	Q12428
....GO:1904872	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of telomerase RNA localization to Cajal body	Q6Q547
.....GO:0006586	u	0.434	0.434	1.000	5	1151	5	1151	1	1	indolalkylamine metabolic process	P00899, P00931, P00937, P06169, P40545
.....GO:0006721	u	0.174	0.174	1.000	2	1151	2	1151	1	1	terpenoid metabolic process	P08524, P29704
.....GO:0046501	u	0.174	0.174	1.000	2	1151	2	1151	1	1	protoporphyrinogen IX metabolic process	P09950, P40012
...GO:0016721	u	0.174	0.174	1.000	2	1151	2	1151	1	1	oxidoreductase activity, acting on superoxide radicals as acceptor	P00445, P00447
....GO:0001306	u	0.174	0.174	1.000	2	1151	2	1151	1	1	age-dependent response to oxidative stress	P00445, P00447
........GO:0004596	u	0.174	0.174	1.000	2	1151	2	1151	1	1	peptide alpha-N-acetyltransferase activity	P12945, Q08689
.....GO:0033865	u	0.174	0.174	1.000	2	1151	2	1151	1	1	nucleoside bisphosphate metabolic process	P12684, P40506
......GO:0004309	u	0.087	0.087	1.000	1	1151	1	1151	1	1	exopolyphosphatase activity	P38698
.....GO:0033559	u	0.087	0.087	1.000	1	1151	1	1151	1	1	unsaturated fatty acid metabolic process	P21147
......GO:0004768	u	0.087	0.087	1.000	1	1151	1	1151	1	1	stearoyl-CoA 9-desaturase activity	P21147
....GO:0047066	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phospholipid-hydroperoxide glutathione peroxidase activity	P40581
....GO:0031907	u	0.261	0.261	1.000	3	1151	3	1151	1	1	microbody lumen	P32419, P38137, P40581
.......GO:0090311	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of protein deacetylation	P40489
....GO:0010286	u	0.087	0.087	1.000	1	1151	1	1151	1	1	heat acclimation	P31539
....GO:0001319	u	0.087	0.087	1.000	1	1151	1	1151	1	1	inheritance of oxidatively modified proteins involved in replicative cell aging	P31539
......GO:0004779	u	0.087	0.087	1.000	1	1151	1	1151	1	1	sulfate adenylyltransferase activity	P16550
.......GO:0008796	u	0.087	0.087	1.000	1	1151	1	1151	1	1	bis(5'-nucleosyl)-tetraphosphatase activity	P16550
......GO:0003877	u	0.087	0.087	1.000	1	1151	1	1151	1	1	ATP adenylyltransferase activity	P16550
.....GO:0097271	u	0.174	0.174	1.000	2	1151	2	1151	1	1	protein localization to bud neck	P01120, P07278
....GO:0019135	u	0.087	0.087	1.000	1	1151	1	1151	1	1	deoxyhypusine monooxygenase activity	P47120
.......GO:0042306	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of protein import into nucleus	P40075
....GO:1904950	u	0.087	0.087	1.000	1	1151	1	1151	1	1	negative regulation of establishment of protein localization	P40075
....GO:1903828	u	0.087	0.087	1.000	1	1151	1	1151	1	1	negative regulation of cellular protein localization	P40075
...GO:0101005	u	0.348	0.348	1.000	4	1151	4	1151	1	1	ubiquitinyl hydrolase activity	P25037, P32571, P43588, Q01476
.....GO:0004073	u	0.087	0.087	1.000	1	1151	1	1151	1	1	aspartate-semialdehyde dehydrogenase activity	P13663
.......GO:0004059	u	0.087	0.087	1.000	1	1151	1	1151	1	1	aralkylamine N-acetyltransferase activity	Q12447
.......GO:0004145	u	0.087	0.087	1.000	1	1151	1	1151	1	1	diamine N-acetyltransferase activity	Q12447
.....GO:0004350	u	0.087	0.087	1.000	1	1151	1	1151	1	1	glutamate-5-semialdehyde dehydrogenase activity	P54885
.....GO:0004749	u	0.174	0.174	1.000	2	1151	2	1151	1	1	ribose phosphate diphosphokinase activity	P38689, Q12265
.....GO:0046391	u	0.174	0.174	1.000	2	1151	2	1151	1	1	5-phosphoribose 1-diphosphate metabolic process	P38689, Q12265
....GO:0070124	u	0.087	0.087	1.000	1	1151	1	1151	1	1	mitochondrial translational initiation	Q02950
...GO:0030337	u	0.087	0.087	1.000	1	1151	1	1151	1	1	DNA polymerase processivity factor activity	P15873
....GO:0090069	u	0.174	0.174	1.000	2	1151	2	1151	1	1	regulation of ribosome biogenesis	P27692, P53261
....GO:0006097	u	0.174	0.174	1.000	2	1151	2	1151	1	1	glyoxylate cycle	P21954, P32419
....GO:0099615	u	0.087	0.087	1.000	1	1151	1	1151	1	1	(D)-2-hydroxyglutarate-pyruvate transhydrogenase activity	P39976
...GO:0036473	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cell death in response to oxidative stress	Q04773
.....GO:0004476	u	0.087	0.087	1.000	1	1151	1	1151	1	1	mannose-6-phosphate isomerase activity	P29952
.....GO:0072526	u	0.087	0.087	1.000	1	1151	1	1151	1	1	pyridine-containing compound catabolic process	Q06494
.....GO:0006855	u	0.087	0.087	1.000	1	1151	1	1151	1	1	drug transmembrane transport	P33302
