# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0031496	e	positive regulation of mating type switching	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0031497	e	chromatin assembly	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0031499	e	TRAMP complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031501	p	mannosyltransferase complex	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0031503	p	protein complex localization	6/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031505	p	fungal-type cell wall organization	10/1159	19/1159	0.134	660	607	644	1
GO:0031506	p	cell wall glycoprotein biosynthetic process	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0031507	e	heterochromatin assembly	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0031510	e	SUMO activating enzyme complex	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0031515	p	tRNA (m1A) methyltransferase complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031518	p	CBF3 complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031532	p	actin cytoskeleton reorganization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031533	e	mRNA cap methyltransferase complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0031554	e	regulation of DNA-templated transcription, termination	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0031555	p	transcriptional attenuation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031564	p	transcription antitermination	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031570	e	DNA integrity checkpoint	10/1159	7/1159	0.628	3.1e+03	2.27e+03	3.02e+03	1
GO:0031571	e	mitotic G1 DNA damage checkpoint	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031573	e	intra-S DNA damage checkpoint	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0031577	p	spindle checkpoint	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031578	p	mitotic spindle orientation checkpoint	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031589	e	cell-substrate adhesion	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0031593	p	polyubiquitin binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031597	p	cytosolic proteasome complex	12/1159	14/1159	0.844	4.17e+03	2.67e+03	4.07e+03	1
GO:0031625	p	ubiquitin protein ligase binding	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031647	e	regulation of protein stability	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0031648	e	protein destabilization	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0031667	p	response to nutrient levels	11/1159	13/1159	0.838	4.14e+03	2.66e+03	4.04e+03	1
GO:0031668	p	cellular response to extracellular stimulus	12/1159	15/1159	0.699	3.46e+03	2.42e+03	3.37e+03	1
GO:0031669	p	cellular response to nutrient levels	8/1159	12/1159	0.502	2.48e+03	1.97e+03	2.42e+03	1
GO:0031683	p	G-protein beta/gamma-subunit complex binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031860	e	telomeric 3' overhang formation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0031901	p	early endosome membrane	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031902	p	late endosome membrane	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0031903	p	microbody membrane	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0031907	p	microbody lumen	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0031929	p	TOR signaling	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0031930	p	mitochondria-nucleus signaling pathway	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031931	p	TORC1 complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031933	p	telomeric heterochromatin	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031935	e	regulation of chromatin silencing	17/1159	7/1159	0.0626	309	292	301	1
GO:0031936	e	negative regulation of chromatin silencing	11/1159	5/1159	0.209	1.03e+03	932	1e+03	1
GO:0031937	e	positive regulation of chromatin silencing	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0031938	e	regulation of chromatin silencing at telomere	13/1159	5/1159	0.095	469	438	458	1
GO:0031939	e	negative regulation of chromatin silencing at telomere	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0031956	p	medium-chain fatty acid-CoA ligase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031957	e	very long-chain fatty acid-CoA ligase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0031965	p	nuclear membrane	14/1159	14/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0031966	p	mitochondrial membrane	42/1159	50/1159	0.457	2.26e+03	1.84e+03	2.2e+03	1
GO:0031967	e	organelle envelope	13/1159	10/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0031968	p	organelle outer membrane	8/1159	16/1159	0.149	739	676	720	1
GO:0031970	p	organelle envelope lumen	27/1159	33/1159	0.513	2.54e+03	1.99e+03	2.47e+03	1
GO:0031974	e	membrane-enclosed lumen	74/1159	66/1159	0.542	2.68e+03	2.09e+03	2.61e+03	1
GO:0031975	e	envelope	13/1159	10/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0031982	p	vesicle	5/1159	13/1159	0.095	469	438	458	1
GO:0031984	p	organelle subcompartment	2/1159	9/1159	0.0648	320	302	312	1
GO:0031988	p	membrane-bounded vesicle	3/1159	11/1159	0.0566	280	265	273	1
GO:0031990	e	mRNA export from nucleus in response to heat stress	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0031998	e	regulation of fatty acid beta-oxidation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032000	e	positive regulation of fatty acid beta-oxidation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032005	p	signal transduction involved in conjugation with cellular fusion	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032006	p	regulation of TOR signaling	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032036	p	myosin heavy chain binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032038	p	myosin II heavy chain binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032040	e	small-subunit processome	29/1159	17/1159	0.1	496	462	484	1
GO:0032041	e	NAD-dependent histone deacetylase activity (H3-K14 specific)	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032042	p	mitochondrial DNA metabolic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032044	p	DSIF complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032055	p	negative regulation of translation in response to stress	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032069	p	regulation of nuclease activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032070	p	regulation of deoxyribonuclease activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032075	p	positive regulation of nuclease activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032077	p	positive regulation of deoxyribonuclease activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032091	e	negative regulation of protein binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032101	e	regulation of response to external stimulus	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0032102	p	negative regulation of response to external stimulus	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032103	e	positive regulation of response to external stimulus	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0032104	e	regulation of response to extracellular stimulus	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0032105	p	negative regulation of response to extracellular stimulus	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032106	e	positive regulation of response to extracellular stimulus	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0032107	e	regulation of response to nutrient levels	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0032108	p	negative regulation of response to nutrient levels	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032109	e	positive regulation of response to nutrient levels	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0032116	e	SMC loading complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032120	p	ascospore-type prospore membrane assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032126	p	eisosome	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0032129	e	histone deacetylase activity (H3-K9 specific)	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032135	p	DNA insertion or deletion binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032139	e	dinucleotide insertion or deletion binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032147	p	activation of protein kinase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032155	p	cell division site part	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0032156	p	septin cytoskeleton	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0032160	p	septin filament array	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032161	p	cleavage apparatus septin structure	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0032182	p	ubiquitin-like protein binding	8/1159	10/1159	0.814	4.02e+03	2.62e+03	3.92e+03	1
GO:0032183	e	SUMO binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032184	e	SUMO polymer binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032185	p	septin cytoskeleton organization	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0032196	e	transposition	6/1159	4/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0032197	p	transposition, RNA-mediated	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032200	e	telomere organization	13/1159	10/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0032204	p	regulation of telomere maintenance	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032206	e	positive regulation of telomere maintenance	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032210	p	regulation of telomere maintenance via telomerase	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032212	e	positive regulation of telomere maintenance via telomerase	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032221	e	Rpd3S complex	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0032231	p	regulation of actin filament bundle assembly	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0032232	p	negative regulation of actin filament bundle assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032239	p	regulation of nucleobase-containing compound transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032241	e	positive regulation of nucleobase-containing compound transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032258	p	CVT pathway	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0032259	e	methylation	25/1159	22/1159	0.769	3.8e+03	2.55e+03	3.7e+03	1
GO:0032261	p	purine nucleotide salvage	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0032262	e	pyrimidine nucleotide salvage	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032263	p	GMP salvage	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032264	p	IMP salvage	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032266	p	phosphatidylinositol-3-phosphate binding	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0032268	e	regulation of cellular protein metabolic process	82/1159	79/1159	0.87	4.3e+03	2.73e+03	4.19e+03	1
GO:0032269	p	negative regulation of cellular protein metabolic process	18/1159	24/1159	0.437	2.16e+03	1.79e+03	2.1e+03	1
GO:0032270	e	positive regulation of cellular protein metabolic process	30/1159	25/1159	0.586	2.89e+03	2.22e+03	2.82e+03	1
GO:0032271	p	regulation of protein polymerization	7/1159	10/1159	0.628	3.1e+03	2.27e+03	3.02e+03	1
GO:0032272	p	negative regulation of protein polymerization	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0032273	p	positive regulation of protein polymerization	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0032296	p	double-stranded RNA-specific ribonuclease activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032297	e	negative regulation of DNA-dependent DNA replication initiation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032298	e	positive regulation of DNA-dependent DNA replication initiation	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0032299	e	ribonuclease H2 complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032300	e	mismatch repair complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032301	p	MutSalpha complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032365	p	intracellular lipid transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032366	e	intracellular sterol transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032368	e	regulation of lipid transport	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032370	e	positive regulation of lipid transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032371	e	regulation of sterol transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032373	e	positive regulation of sterol transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032377	p	regulation of intracellular lipid transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032386	e	regulation of intracellular transport	7/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032387	e	negative regulation of intracellular transport	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0032388	p	positive regulation of intracellular transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032389	e	MutLalpha complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032392	e	DNA geometric change	11/1159	6/1159	0.331	1.63e+03	1.41e+03	1.59e+03	1
GO:0032403	e	protein complex binding	30/1159	21/1159	0.257	1.27e+03	1.12e+03	1.24e+03	1
GO:0032432	p	actin filament bundle	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032434	p	regulation of proteasomal ubiquitin-dependent protein catabolic process	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0032435	p	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032443	p	regulation of ergosterol biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032445	p	fructose import	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032446	e	protein modification by small protein conjugation	23/1159	21/1159	0.879	4.35e+03	2.75e+03	4.24e+03	1
GO:0032450	e	maltose alpha-glucosidase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032451	e	demethylase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032452	e	histone demethylase activity	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0032454	e	histone demethylase activity (H3-K9 specific)	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032456	p	endocytic recycling	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032465	p	regulation of cytokinesis	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032467	p	positive regulation of cytokinesis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032502	e	developmental process	47/1159	43/1159	0.747	3.69e+03	2.51e+03	3.6e+03	1
GO:0032505	p	reproduction of a single-celled organism	3/1159	6/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0032506	p	cytokinetic process	6/1159	9/1159	0.606	3e+03	2.29e+03	2.92e+03	1
GO:0032507	p	maintenance of protein location in cell	9/1159	11/1159	0.823	4.07e+03	2.64e+03	3.96e+03	1
GO:0032508	e	DNA duplex unwinding	11/1159	6/1159	0.331	1.63e+03	1.41e+03	1.59e+03	1
GO:0032509	p	endosome transport via multivesicular body sorting pathway	3/1159	6/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0032511	p	late endosome to vacuole transport via multivesicular body sorting pathway	3/1159	6/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0032527	p	protein exit from endoplasmic reticulum	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0032535	p	regulation of cellular component size	6/1159	10/1159	0.453	2.24e+03	1.83e+03	2.18e+03	1
GO:0032541	p	cortical endoplasmic reticulum	4/1159	5/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032543	p	mitochondrial translation	13/1159	21/1159	0.226	1.12e+03	1e+03	1.09e+03	1
GO:0032545	e	CURI complex	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0032549	e	ribonucleoside binding	220/1159	192/1159	0.142	703	645	686	1
GO:0032550	e	purine ribonucleoside binding	219/1159	191/1159	0.142	700	643	682	1
GO:0032553	e	ribonucleotide binding	223/1159	197/1159	0.178	878	799	855	1
GO:0032555	e	purine ribonucleotide binding	220/1159	191/1159	0.128	631	582	615	1
GO:0032559	e	adenyl ribonucleotide binding	196/1159	161/1159	0.0503	249	236	242	1
GO:0032561	p	guanyl ribonucleotide binding	27/1159	33/1159	0.513	2.54e+03	1.99e+03	2.47e+03	1
GO:0032574	e	5'-3' RNA helicase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032575	e	ATP-dependent 5'-3' RNA helicase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032592	p	integral component of mitochondrial membrane	4/1159	11/1159	0.117	580	538	565	1
GO:0032774	e	RNA biosynthetic process	170/1159	78/1159	6.5e-10	3.21e-06	3.21e-06	3.13e-06	0.344
GO:0032777	e	Piccolo NuA4 histone acetyltransferase complex	6/1159	0/1159	0.031	153	147	150	1
GO:0032780	p	negative regulation of ATPase activity	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032781	e	positive regulation of ATPase activity	8/1159	6/1159	0.79	3.9e+03	2.58e+03	3.81e+03	1
GO:0032784	e	regulation of DNA-templated transcription, elongation	21/1159	13/1159	0.226	1.12e+03	1e+03	1.09e+03	1
GO:0032785	e	negative regulation of DNA-templated transcription, elongation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032786	e	positive regulation of DNA-templated transcription, elongation	19/1159	12/1159	0.278	1.37e+03	1.21e+03	1.34e+03	1
GO:0032787	p	monocarboxylic acid metabolic process	48/1159	48/1159	1	4.94e+03	2.8e+03	4.82e+03	1
GO:0032790	e	ribosome disassembly	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032806	p	carboxy-terminal domain protein kinase complex	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032844	p	regulation of homeostatic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0032846	e	positive regulation of homeostatic process	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032872	e	regulation of stress-activated MAPK cascade	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032874	e	positive regulation of stress-activated MAPK cascade	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032878	e	regulation of establishment or maintenance of cell polarity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032879	p	regulation of localization	24/1159	26/1159	0.886	4.38e+03	2.77e+03	4.27e+03	1
GO:0032880	p	regulation of protein localization	11/1159	13/1159	0.838	4.14e+03	2.66e+03	4.04e+03	1
GO:0032881	p	regulation of polysaccharide metabolic process	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032885	p	regulation of polysaccharide biosynthetic process	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032886	p	regulation of microtubule-based process	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0032889	p	regulation of vacuole fusion, non-autophagic	4/1159	5/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032934	p	sterol binding	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032940	p	secretion by cell	4/1159	11/1159	0.117	580	538	565	1
GO:0032947	e	protein complex scaffold	6/1159	5/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0032956	p	regulation of actin cytoskeleton organization	9/1159	12/1159	0.662	3.27e+03	2.36e+03	3.19e+03	1
GO:0032958	p	inositol phosphate biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032968	e	positive regulation of transcription elongation from RNA polymerase II promoter	18/1159	12/1159	0.358	1.77e+03	1.52e+03	1.73e+03	1
GO:0032970	p	regulation of actin filament-based process	9/1159	12/1159	0.662	3.27e+03	2.36e+03	3.19e+03	1
GO:0032977	e	membrane insertase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0032978	e	protein insertion into membrane from inner side	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032979	e	protein insertion into mitochondrial membrane from inner side	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032984	e	macromolecular complex disassembly	28/1159	19/1159	0.238	1.18e+03	1.05e+03	1.15e+03	1
GO:0032986	e	protein-DNA complex disassembly	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0032988	e	ribonucleoprotein complex disassembly	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0032989	p	cellular component morphogenesis	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0032990	p	cell part morphogenesis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0032991	e	macromolecular complex	608/1159	522/1159	0.00041	2.03	1.99	1.98	1
GO:0032993	e	protein-DNA complex	10/1159	9/1159	1	4.94e+03	2.73e+03	4.82e+03	1
GO:0033013	e	tetrapyrrole metabolic process	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033014	e	tetrapyrrole biosynthetic process	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033036	p	macromolecule localization	121/1159	148/1159	0.0916	453	423	441	1
GO:0033043	e	regulation of organelle organization	67/1159	53/1159	0.223	1.1e+03	988	1.07e+03	1
GO:0033044	e	regulation of chromosome organization	33/1159	19/1159	0.0673	332	313	324	1
GO:0033045	p	regulation of sister chromatid segregation	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033046	p	negative regulation of sister chromatid segregation	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033047	p	regulation of mitotic sister chromatid segregation	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033048	p	negative regulation of mitotic sister chromatid segregation	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033100	p	NuA3 histone acetyltransferase complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033106	e	cis-Golgi network membrane	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033108	p	mitochondrial respiratory chain complex assembly	6/1159	7/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033119	p	negative regulation of RNA splicing	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033149	p	FFAT motif binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033157	e	regulation of intracellular protein transport	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033169	e	histone H3-K9 demethylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033170	e	protein-DNA loading ATPase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033177	p	proton-transporting two-sector ATPase complex, proton-transporting domain	2/1159	5/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0033178	e	proton-transporting two-sector ATPase complex, catalytic domain	7/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033179	p	proton-transporting V-type ATPase, V0 domain	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033180	e	proton-transporting V-type ATPase, V1 domain	7/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033182	e	regulation of histone ubiquitination	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0033184	p	positive regulation of histone ubiquitination	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033186	e	CAF-1 complex	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0033194	p	response to hydroperoxide	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033202	e	DNA helicase complex	8/1159	3/1159	0.225	1.11e+03	1e+03	1.09e+03	1
GO:0033218	p	amide binding	9/1159	12/1159	0.662	3.27e+03	2.36e+03	3.19e+03	1
GO:0033233	e	regulation of protein sumoylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033235	e	positive regulation of protein sumoylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033238	p	regulation of cellular amine metabolic process	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0033239	e	negative regulation of cellular amine metabolic process	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
